Iteration, Path length, Time, Planning, Flying
0, 0.597252, 2.79, 0.54, 2.21
1, 26.2321, 45.885, 8.96, 39.53
2, 47.011, 84.885, 26.24, 61.345
3, 65.0091, 126.885, 50.985, 78.585
4, 212.002, 175.91, 84.975, 220.395
5, 294.18, 218.885, 100.78, 296.36
6, 319.315, 268.91, 105.51, 320.59
7, 400.438, 315.885, 121.19, 402.035
8, 686.924, 357.965, 203.665, 677.47
9, 734.153, 411.965, 215.155, 719.97
10, 1117.21, 474.865, 326.95, 1082.98
11, 1121.49, 517.865, 327.625, 1086.83
12, 1333.75, 561.885, 378.355, 1282.24
13, 1368.49, 602.885, 386.465, 1315.12
14, 1559.47, 634.965, 435.94, 1488.65
15, 1863.16, 686.91, 647.45, 1758.68
16, 1898.79, 728.91, 656.86, 1790.49
17, 2032.73, 765.885, 691.425, 1918.94
18, 2056.88, 805.915, 699.72, 1941.27
19, 2098.39, 825.885, 717.91, 1983.04
20, 2317.18, 833.97, 1016.58, 2206.55
21, 2317.18, 833.97, 1016.58, 2206.55
22, 2676.3, 833.97, 1136.04, 2528.21
23, 2771.81, 833.97, 1158.62, 2628.94
24, 2771.81, 833.97, 1158.62, 2628.94
25, 2891.96, 833.97, 1249.58, 2719.77
26, 2892.71, 833.97, 1249.81, 2720.56
27, 2892.71, 833.97, 1249.81, 2720.56
28, 2892.71, 833.97, 1249.81, 2720.56
29, 2892.71, 833.97, 1249.81, 2720.56
30, 2892.71, 833.97, 1249.81, 2720.56
31, 2892.71, 833.97, 1249.81, 2720.56
32, 2892.71, 833.97, 1249.81, 2720.56
